Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
b5165c8e-14c4-ed11-83ff-6045bd895805,costa_coffee_gg_gb_im_je,Costa Express,,Wishaw,,,GB,,,Mo 05:30-18:30; Tu-Sa 06:00-18:30; Su 07:00-16:00,Costa Express,Q113556385
https://www.nhsinform.scot/scotlands-service-directory/opticians/8225%201nla1116,nhs_scotland_gb,Tuite Opticians (Wishaw),"74 Caledonian Road, Wishaw, ML2 0AR",,,,GB,,https://www.tuiteopticians.com/wishaw/,Mo-Fr 09:00-17:30; Sa 09:00-16:00,,
,visa,,,WISHAW,,,GB,,,,,
