Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
1764,coffee_like,Coffee Like,"просп. Шекснинский, 23",Череповец,Vologda,,RU,,,Mo-Su 08:00-21:00,Coffee Like,Q55662627
91,wildberries,Wildberries,"Вологодская область, Череповец, улица Милютина, 9",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
1292,wildberries,Wildberries,"Вологодская область, Вологда, Ленинградская улица, 136",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
1852,wildberries,Wildberries,"Вологодская область, Вологда, улица Маршала Конева, 18Г",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
2171,wildberries,Wildberries,"Вологодская область, Череповец, проспект Строителей, 28А",,Vologda,,RU,,,Mo-Su 08:00-22:00,Wildberries,Q24933714
2185,wildberries,Wildberries,"Вологодская область, Вологда, Северная улица, 32",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
2326,wildberries,Wildberries,"г. Великий Устюг (Вологодская область), улица Луначарского, д. 25",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
2338,wildberries,Wildberries,"Вологодская область, Вологда, улица Герцена, 61",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
2371,wildberries,Wildberries,"г. Череповец (Вологодская область), Ленинградская улица, д. 8",,Vologda,,RU,,,Mo-Su 08:00-22:00,Wildberries,Q24933714
2580,wildberries,Wildberries,"г. Сокол (Вологодская область), улица Кирова, д. 40",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
3163,wildberries,Wildberries,"г. Тотьма (Вологодская область), улица Ленина, д. 62А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
3227,wildberries,Wildberries,"г. Бабаево (Вологодская область), улица Свердлова, д. 54А",,Vologda,,RU,,,Mo-Su 08:00-22:00,Wildberries,Q24933714
3377,wildberries,Wildberries,"г. Череповец (Вологодская область), проспект Победы (дублёр), д. 162",,Vologda,,RU,,,Mo-Su 08:00-22:00,Wildberries,Q24933714
3409,wildberries,Wildberries,"Вологодская область, Вологда, улица Карла Маркса, 14",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
3474,wildberries,Wildberries,"Вологодская область, Вологда, 1-й микрорайон ГПЗ-23, 10к2",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
3585,wildberries,Wildberries,"г. Череповец (Вологодская область), Октябрьский проспект, д. 51",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
3654,wildberries,Wildberries,"г. Грязовец (Вологодская область), улица Гагарина, д. 70",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
4118,wildberries,Wildberries,"г. Череповец (Вологодская область), проспект Победы, д. 41",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
5041,wildberries,Wildberries,"Вологодская область, Вологда, Зосимовская улица, 36",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
5341,wildberries,Wildberries,"Вологодская область, Вологда, улица Карла Маркса, 89",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
5564,wildberries,Wildberries,"г. Череповец (Вологодская область), улица Краснодонцев, д. 5А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
5579,wildberries,Wildberries,"Вологодская область, Вологда, Петрозаводская улица, 18А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
5980,wildberries,Wildberries,"Вологодская область, Вологда, улица Щетинина, 15А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
6029,wildberries,Wildberries,"г. Череповец (Вологодская область), Шекснинский проспект, д. 6",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
6032,wildberries,Wildberries,"Вологодская область, Вологда, Ярославская улица, 25",,Vologda,,RU,,,Mo-Su 08:00-22:00,Wildberries,Q24933714
6033,wildberries,Wildberries,"Вологодская область, Вологда, проспект Победы, 21",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
6034,wildberries,Wildberries,"Вологодская область, Вологда, улица Марии Ульяновой, 11",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
100882,wildberries,Wildberries,"Вологодская область, Вологда, улица Возрождения, 72",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
101124,wildberries,Wildberries,"г. Череповец (Вологодская область), Ленинградская улица, д. 51",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
101502,wildberries,Wildberries,"Вологодская область, рабочий посёлок Шексна, улица Труда, 10",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
102363,wildberries,Wildberries,г. Сокол (Вологодская область) Советская 111,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
106311,wildberries,Wildberries,г. Череповец (Вологодская обл) Московский пр-кт 49а,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
109078,wildberries,Wildberries,"г Череповец (Россия, Вологодская обл) Гоголя 28",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
109361,wildberries,Wildberries,г Череповец (Вологодская область улица Ленина 46,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
109437,wildberries,Wildberries,"Вологда (Вологодская область, городской округ Вологда) Герцена 118",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
109650,wildberries,Wildberries,г Череповец (Вологодская область) улица Космонавта Беляева 69,,Vologda,,RU,,,Mo-Su 08:00-22:00,Wildberries,Q24933714
109698,wildberries,Wildberries,"Череповец (Вологодская область, городской округ Череповец) Олимпийская улица 11",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
109825,wildberries,Wildberries,"Вологодская область, Вологда, Октябрьская улица, 27",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
109985,wildberries,Wildberries,"г Великий Устюг Вологодская область, Великоустюгский район улица Пушкина 54",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
111726,wildberries,Wildberries,Красавино (Вологодская область) Строителей 12,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
111891,wildberries,Wildberries,г Череповец (Вологодская область) улица Моченкова 4,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
112617,wildberries,Wildberries,г Череповец (Вологодская обл) Ленина 106,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
112926,wildberries,Wildberries,"г Сокол (Вологодская область), улица Мусинского 40",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
113918,wildberries,Wildberries,г Вологда ( Вологодская обл) улица Мира 90,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
114347,wildberries,Wildberries,"Молочное (Вологодская область), Ленина 5А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
114758,wildberries,Wildberries,Чагода (Вологодская область) улица Кирова 2,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
117707,wildberries,Wildberries,Вологда (Вологодская обл) улица Горького 97,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
118144,wildberries,Wildberries,"г Вологда (Вологодская область), улица Чернышевского 121",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
121112,wildberries,Wildberries,"г Вологда, Возрождения 49",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
123237,wildberries,Wildberries,"г Череповец, Улица Краснодонцев 82а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
123789,wildberries,Wildberries,"г Грязовец, Улица Карла Маркса 63",,Vologda,,RU,,,Mo-Su 09:00-20:00,Wildberries,Q24933714
124573,wildberries,Wildberries,"г Грязовец, Улица Ленина 75",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
125078,wildberries,Wildberries,"г Вологда, Новгородская Улица 35",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
125546,wildberries,Wildberries,"г Череповец, Улица Монтклер 20",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
126226,wildberries,Wildberries,"г Вологда, Молодёжная Улица 5в",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
126996,wildberries,Wildberries,"г Вологда, Северная Улица 22",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
127467,wildberries,Wildberries,"г Череповец, Улица Моченкова 18",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
128497,wildberries,Wildberries,"г Череповец, Улица Верещагина 47",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
128768,wildberries,Wildberries,"с им. Бабушкина, Улица Бабушкина 50а",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
128929,wildberries,Wildberries,"п Тоншалово, Рабочая Улица 41г",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
129195,wildberries,Wildberries,"г Вологда, Окружное Шоссе 26",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
129335,wildberries,Wildberries,"г Вологда, Ярославская Улица 7",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
130832,wildberries,Wildberries,"г Вологда, Костромская Улица 4",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
133311,wildberries,Wildberries,"г Вологда, Улица Сергея Преминина 8",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
134738,wildberries,Wildberries,"Сокол Вологодская область, Сокольский район Советская 82",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
134748,wildberries,Wildberries,"Вологда Вологодская область, городской округ Вологда Ленинградская улица 80",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
135135,wildberries,Wildberries,Вологда Вологодская обл Дальняя улица 20В,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
135232,wildberries,Wildberries,Вологда Вологодская обл Молодёжная улица 5Б,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
135432,wildberries,Wildberries,Череповец Вологодская обл улица Батюшкова 2,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
135534,wildberries,Wildberries,Вологда Вологодская обл улица Добролюбова 26,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
135562,wildberries,Wildberries,Вологда Вологодская обл Медуницинская улица 15,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
135781,wildberries,Wildberries,Череповец Вологодская обл проспект Победы 133,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
136206,wildberries,Wildberries,Череповец Вологодская обл улица Годовикова 19А,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
136774,wildberries,Wildberries,"с Верховажье, Пионерская Улица 5а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
137481,wildberries,Wildberries,"рп Кадуй, Улица Энтузиастов 26",,Vologda,,RU,,,Mo-Su 09:00-20:00,Wildberries,Q24933714
137583,wildberries,Wildberries,Вологда Вологодская обл Архангельская улица 7,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
137610,wildberries,Wildberries,"с Сямжа, Первомайская Улица 3",,Vologda,,RU,,,Mo-Su 08:00-19:00,Wildberries,Q24933714
139729,wildberries,Wildberries,"г Вологда, Улица Горького 113",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
139748,wildberries,Wildberries,"г Вологда, Ярославская Улица 33",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
139914,wildberries,Wildberries,Вологда Вологодская обл Северная улица 16Б,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
140374,wildberries,Wildberries,Вологда Вологодская обл Советский проспект 64,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
140447,wildberries,Wildberries,"Вологодская область, Бабаево, Советская улица, 2",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
140639,wildberries,Wildberries,Череповец Вологодская обл Остинская улица 52,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
141034,wildberries,Wildberries,"г Вологда, Улица Петина 25",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
141035,wildberries,Wildberries,"г Вологда, Северная Улица 10б",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
141206,wildberries,Wildberries,Вологда Вологодская обл Благовещенская улица 91,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
142936,wildberries,Wildberries,"Великий Устюг Вологодская область, Великоустюгский район Красная улица 53",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
143264,wildberries,Wildberries,"г Череповец, Ленинградская Улица 60",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
144028,wildberries,Wildberries,Череповец Вологодская обл улица Космонавта Беляева 11,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
144097,wildberries,Wildberries,Тотьма Вологодская Белоусовская улица 14,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
144391,wildberries,Wildberries,Великий Революционный переулок 5,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
145025,wildberries,Wildberries,"г Череповец, Городецкая Улица 4",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
145339,wildberries,Wildberries,"г Череповец, Портовая Улица 52",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
146869,wildberries,Wildberries,"г Вологда, Улица Ветошкина 54",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
147411,wildberries,Wildberries,"Белозерск Вологодская обл, Белозерский р-н улица Дзержинского 13",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
147934,wildberries,Wildberries,Вологда Прядильщиков 9,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
150340,wildberries,Wildberries,"г Череповец, Набережная Улица 35а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
150399,wildberries,Wildberries,"г Череповец, Проспект Победы 65",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
150690,wildberries,Wildberries,"Вологодская область, Череповец, улица Раахе, 56",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
150691,wildberries,Wildberries,"г Череповец, Пионерская Улица 22",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
150832,wildberries,Wildberries,"г Череповец, Шекснинский Проспект 25",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
151668,wildberries,Wildberries,"г Никольск, Советская Улица 61",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
151902,wildberries,Wildberries,"с Сямжа, Западная Улица 4",,Vologda,,RU,,,Mo-Su 08:00-19:00,Wildberries,Q24933714
152291,wildberries,Wildberries,"г Вологда, Улица Карла Маркса 123б",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
152376,wildberries,Wildberries,"с Тарногский Городок, Советская Улица 15",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
153881,wildberries,Wildberries,Вологда Пошехонское шоссе 9А,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
155276,wildberries,Wildberries,Вологда  улица Гагарина 5,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
155296,wildberries,Wildberries,"Вологда Вологодская область, городской округ Вологда мкрн Зеленый город 4к3",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
157288,wildberries,Wildberries,"Вологда Вологодская область, городской округ Вологда Мишкольцская улица 3",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
158148,wildberries,Wildberries,"Вологодская область, Великий Устюг, улица Кирова, 62",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
158293,wildberries,Wildberries,"снт СНТ N 8 ТСО Череповецметаллургхимстрой, Улица Наседкина 19",,Vologda,,RU,,,Mo-Su 10:00-22:00,Wildberries,Q24933714
159365,wildberries,Wildberries,"г Череповец, Улица Наседкина 21",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
159651,wildberries,Wildberries,"рп Шексна, Пролетарская Улица 21",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
159745,wildberries,Wildberries,"г Вологда, Ленинградская Улица 95а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
160356,wildberries,Wildberries,"г Вологда, Улица Маршала Конева 2",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
161385,wildberries,Wildberries,"г Череповец, Московский Проспект 40",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
161638,wildberries,Wildberries,"г Череповец, Первомайская Улица 15",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
161724,wildberries,Wildberries,"г Вологда, Улица Текстильщиков 18а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
161880,wildberries,Wildberries,"Вологодская область, Сокол, Советская улица, 71",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
162088,wildberries,Wildberries,"Вологодская область, Вологда, улица Мохова, 46",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
162094,wildberries,Wildberries,"г Кириллов, Улица Преображенского 35",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
162125,wildberries,Wildberries,"г Харовск, Октябрьская Улица 18",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
162486,wildberries,Wildberries,"г Вологда, Улица Чернышевского 118в",,Vologda,,RU,,,Mo-Su 09:00-20:00,Wildberries,Q24933714
162690,wildberries,Wildberries,"г Череповец, Архангельская Улица 62",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
163464,wildberries,Wildberries,"п Васильевское, Рабочая Улица 2",,Vologda,,RU,,,Mo-Su 09:00-20:00,Wildberries,Q24933714
164105,wildberries,Wildberries,"г Череповец, Улица Годовикова 2",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
165630,wildberries,Wildberries,"Вологодская область, Устюжна, улица Карла Маркса, 21",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
165750,wildberries,Wildberries,"Вологодская область, Вологда, улица Чернышевского, 93",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
165841,wildberries,Wildberries,"с Кичменгский Городок, Заречная Улица 63",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
165925,wildberries,Wildberries,"г Кириллов, Гостинодворская Улица 8",,Vologda,,RU,,,Mo-Su 09:00-20:00,Wildberries,Q24933714
167633,wildberries,Wildberries,"г Вологда, Технический Переулок 50",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
167654,wildberries,Wildberries,"Вологда Вологодская область, городской округ Вологда Кубинская улица 11",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
168300,wildberries,Wildberries,"Чагода Вологодская обл, Чагодощенский р-н Средняя улица 22",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
168315,wildberries,Wildberries,Вологда Вологодская обл Колхозная улица 17,,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
169303,wildberries,Wildberries,"г Вологда, Майская Улица 2",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
169507,wildberries,Wildberries,"г Вологда, Советский Проспект 133",,Vologda,,RU,,,Mo-Su 08:00-21:00,Wildberries,Q24933714
169694,wildberries,Wildberries,"г Череповец, Лесная Улица 23",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
169863,wildberries,Wildberries,"Вытегорский район, Вытегра, Ленинградский тракт, 5",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
172385,wildberries,Wildberries,"г Устюжна, Переулок Корелякова 6",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
200304,wildberries,Wildberries,"рп Сазоново, Улица Связи 2",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
200509,wildberries,Wildberries,"посёлок Сосновка, Улица Мелиораторов 21",,Vologda,,RU,,,Mo-Su 09:00-21:00,Wildberries,Q24933714
200645,wildberries,Wildberries,"Вологодская область, деревня Ирдоматка, Новая улица, 7",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
201216,wildberries,Wildberries,"Вологда, Улица Возрождения 86",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
202462,wildberries,Wildberries,"Вологодская область, рабочий посёлок Вожега, Советская улица, 13",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
202676,wildberries,Wildberries,"Вологодская область, село Нюксеница, Трудовая улица, 1А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
202812,wildberries,Wildberries,"посёлок Непотягово, Посёлок Непотягово 50",,Vologda,,RU,,,Mo-Su 08:00-20:00,Wildberries,Q24933714
203032,wildberries,Wildberries,"Череповец, Октябрьский Проспект 72",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
203254,wildberries,Wildberries,"п Майский, Посёлок Майский 17",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
203642,wildberries,Wildberries,"Вытегра, Советский Проспект 78а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
203813,wildberries,Wildberries,"Вологодская область, Череповец, улица Краснодонцев, 65А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
203928,wildberries,Wildberries,"Вологодская область, посёлок Федотово",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
203974,wildberries,Wildberries,"Вологодская область, Череповец, улица Ленина, 159",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
204061,wildberries,Wildberries,"Вологодская область, село Устье, улица Яковлева, 5",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
204360,wildberries,Wildberries,"Вологодская область, рабочий посёлок Вохтога, Юбилейная улица, 16А",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
206524,wildberries,Wildberries,"Вологодская область, Сокол, улица 40-летия Октября, 8",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
206607,wildberries,Wildberries,"Череповец, Улица Гоголя 33а",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
206942,wildberries,Wildberries,"Вологодская область, Вологда, улица Чехова, 13",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
207630,wildberries,Wildberries,"Вологодская область, Никольск, улица Ленина, 43",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
207983,wildberries,Wildberries,"Вологодская область, Вологда, Тепличный микрорайон, 1",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
207985,wildberries,Wildberries,"Вологодская область, Вологда, Ленинградская улица, 79",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
208255,wildberries,Wildberries,"Вологодская область, Вологда, Северная улица, 36",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
210716,wildberries,Wildberries,"Бабаево, Улица Гайдара 22",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
210772,wildberries,Wildberries,"Кадников, Улица Розы Люксембург 59",,Vologda,,RU,,,Mo-Su 10:00-21:00,Wildberries,Q24933714
