Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
546,coffee_like,Coffee Like,"ул. Мира, 82",Вологда,Vologda,,RU,,,Mo-Su 09:00-21:00,Coffee Like,Q55662627
1185,coffee_like,Coffee Like,"ул. Козленская, 33",Вологда,Vologda,,RU,,,Mo-Fr 09:00-18:00,Coffee Like,Q55662627
1698,coffee_like,Coffee Like,"шоссе Пошехонское, 22",Вологда,Vologda,,RU,,,Mo-Su 10:00-20:00,Coffee Like,Q55662627
1960,coffee_like,Coffee Like,"ул. Мира, 11",Вологда,Vologda,,RU,,,Mo-Su 09:00-23:00,Coffee Like,Q55662627
468,coffee_like,Coffee Like,"ул. Благовещенская, 4",Вологда,Vologda,,RU,,,Mo-Fr 09:00-20:00; Sa 10:00-19:00; Su 10:00-18:00,Coffee Like,Q55662627
2032,coffee_like,Coffee Like,"ул. Горького, 122",Вологда,Vologda,,RU,,,Mo-Su 09:00-21:00,Coffee Like,Q55662627
1796,coffee_like,Coffee Like,"ул. Сталеваров, 41",Череповец,Vologda,,RU,,,Mo-Su 10:00-22:00,Coffee Like,Q55662627
1552,coffee_like,Coffee Like,"пр-т Победы, 200",Череповец,Vologda,,RU,,,Mo-Su 09:00-21:00,Coffee Like,Q55662627
1658,coffee_like,Coffee Like,"ул. Годовикова, 37",Череповец,Vologda,,RU,,,Mo-Su 09:00-22:00,Coffee Like,Q55662627
1916,coffee_like,Coffee Like,"Октябрьский пр-т, 55Б",Череповец,Vologda,,RU,,,24/7,Coffee Like,Q55662627
1683,coffee_like,Coffee Like,"ул. Годовикова, 37",Череповец,Vologda,,RU,,,Mo-Su 08:00-22:00,Coffee Like,Q55662627
1684,coffee_like,Coffee Like,"ул. Любецкая, 52",Череповец,Vologda,,RU,,,Sa-Su 11:00-18:00,Coffee Like,Q55662627
2223,coffee_like,Coffee Like,"пр-т Московский, 51",Череповец,Vologda,,RU,,,Mo-Su 07:00-23:00,Coffee Like,Q55662627
1757,coffee_like,Coffee Like,"просп. Московский, 49",Череповец,Vologda,,RU,,,Mo-Su 08:00-22:00,Coffee Like,Q55662627
1758,coffee_like,Coffee Like,"просп. Победы, 102а",Череповец,Vologda,,RU,,,Mo-Su 07:00-22:00,Coffee Like,Q55662627
1759,coffee_like,Coffee Like,"просп. Победы, 93",Череповец,Vologda,,RU,,,Mo-Su 09:00-21:00,Coffee Like,Q55662627
1760,coffee_like,Coffee Like,"просп. Советский, 30Б",Череповец,Vologda,,RU,,,Mo-Su 08:00-22:00,Coffee Like,Q55662627
1761,coffee_like,Coffee Like,"ул. Ленина, 58",Череповец,Vologda,,RU,,,Mo-Fr 09:00-21:00; Sa-Su 10:00-21:00,Coffee Like,Q55662627
1762,coffee_like,Coffee Like,"ул. Ленина, 84",Череповец,Vologda,,RU,,,Mo-Su 07:00-22:00,Coffee Like,Q55662627
1763,coffee_like,Coffee Like,"ул. Сталеваров, 36",Череповец,Vologda,,RU,,,Mo-Su 07:00-23:00,Coffee Like,Q55662627
