Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
916,tui,TUI CH NoVa Park,"ul. Przemysłowa 2, CH NoVa Park, poziom 0",Gorzów Wielkopolski,lubuskie,,PL,,,Mo-Su 10:00-18:00,TUI,Q573103
21975,tui,TOP,ul. Mostowa 13/2,Gorzów Wielkopolski,lubuskie,,PL,,,Mo-Fr 09:00-18:00; Sa 10:00-14:00,TUI,Q573103
60108,tui,Sun Klub Biuro Podróży,ul. Mieszka I 68/1,Gorzów Wielkopolski,lubuskie,,PL,,,Mo-Fr 10:00-18:00; Sa 10:00-14:00,TUI,Q573103
60576,tui,BEDUIN,Sikorskiego 107,Gorzów Wielkopolski,lubuskie,,PL,,,Mo-Fr 09:00-18:00; Sa 09:00-14:00,TUI,Q573103
1030,tui,LUBUSZ TOURIST,ul. Kuśnierska 6,Nowa Sól,lubuskie,,PL,,,Mo-Fr 09:00-18:00; Sa 09:00-14:00,TUI,Q573103
60431 ,tui,POLRIDER B.P.,Ul. Św. Barbary 2,Nowa Sól,lubuskie,,PL,,,Mo-Fr 10:00-18:00; Sa 10:00-13:00,TUI,Q573103
21705,tui,TUI Kupiecka,ul. Kupiecka 23,Zielona Góra,lubuskie,,PL,,,Mo-Fr 10:00-18:00,TUI,Q573103
126,tui,TUI CH Focus Mall Zielona Góra,ul. Wrocławska 17 CH Focus Mall poziom 0,Zielona Góra,lubuskie,,PL,,,Mo-Su 09:00-21:00,TUI,Q573103
435,tui,SCAN TRAVEL,Plac Pocztowy 16,Zielona Góra,lubuskie,,PL,,,Mo-Fr 10:00-18:00; Sa 10:00-14:00,TUI,Q573103
21651,tui,Szpak Travel,Plac Bohaterów 1,Zielona Góra,lubuskie,,PL,,,Mo-Fr 09:00-18:00; Sa 10:00-14:00,TUI,Q573103
60317,tui,B.P. Proxima Travel,Ul. Batorego 81,Zielona Góra,lubuskie,,PL,,,Mo-Fr 10:00-18:00; Sa 10:00-14:00,TUI,Q573103
60170 ,tui,Oceanic S.C.,Łużycka 3,Świebodzin,lubuskie,,PL,,,Mo-Fr 09:00-17:00; Sa 10:00-13:00,TUI,Q573103
60103,tui,Biuro Usług Turystycznych Justyna Milczewska,ul. Podchorążych 9,Żary,lubuskie,,PL,,,Mo-Fr 10:00-18:00,TUI,Q573103
,visa,,,ZARY,LUBUSKIE,,PL,,,,,
,visa,,,ZARY,LUBUSKIE,,PL,,,,,
,visa,,,ZARY,LUBUSKIE,,PL,,,,,
