Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
74992953,moneygram,CASA LEY - #1403 - ENSENADA - LEY ENCINO,,ENSENADA,BN,,MX,7590100,,Mo-Su 07:00-24:00,MoneyGram,Q1944412
71361859,moneygram,OXXO - AYUTLA TIJ,,ENSENADA,BN,,MX,+52 81 8389 2121,,Mo-Su 03:00-24:00,MoneyGram,Q1944412
71360012,moneygram,OXXO - SEGUNDA ETAPA TIJ,,ENSENADA,BN,,MX,+52 81 8389 2121,,Mo-Su 03:00-24:00,MoneyGram,Q1944412
71361833,moneygram,OXXO - YUMANOS TIJ,,ENSENADA,BN,,MX,+52 81 8389 2121,,Mo-Su 03:00-24:00,MoneyGram,Q1944412
