Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://vertretung.allianz.de/andreas.hess/,allianz_de,Allianz Versicherung Andreas Heß GENERALVERTRETUNG,,Geisingen,,,DE,+49 7704 92370,https://vertretung.allianz.de/andreas.hess/,"Mo-We 09:00-12:00; Th 09:00-12:00,14:00-18:00; Fr 09:00-12:00",Allianz SE,Q487292
104400,sparkasse_de,Sparkasse Schwarzwald-Baar Geldautomat Geisingen,,Geisingen,,,DE,+49 771 8020,https://www.sparkasse.de/standorte/geldautomaten/sparkasse-schwarzwald-baar-geldautomat-geisingen-104400,Mo-Su 05:00-23:00,Sparkasse,Q13601825
15762,sparkasse_de,Sparkasse Schwarzwald-Baar Filiale Geisingen,,Geisingen,,,DE,+49 771 8020,https://www.sparkasse.de/standorte/filialen/sparkasse-schwarzwald-baar-filiale-geisingen-15762,"Mo 09:00-12:00,14:00-17:00; Tu-We 09:00-12:00; Th 09:00-12:00,14:00-18:00; Fr 09:00-12:00,14:00-17:00",Sparkasse,Q13601825
https://www.vr.de/standorte/G/volksbank-eg-die-gestalterbank-filiale-geisingen-15118.html,vr_bank,"Volksbank eG - Die Gestalterbank, Filiale Geisingen",,Geisingen,,,DE,+49 7721 8020,https://www.gestalterbank.de,"Tu 09:00-12:00,14:00-17:00; Th 09:00-12:00,14:00-17:00",,
