Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
DE007024,aldi_nord_de,ALDI Nord,,Bremen,Bremen,,DE,+49 800 7234870,,Mo-Sa 07:00-21:00,ALDI Nord,Q41171373
55185194,deichmann,DEICHMANN Filiale Bremen Hans-Bredow-Straße 19,,Bremen,Bremen,,DE,+49 421 57828119,https://stores.deichmann.com/de-de/de/bremen/bremen/hans-bredow-strasse-19,,Deichmann,Q664543
8000252,edeka_de,EDEKA Fehner,,Bremen,Bremen,,DE,+49 421 488368,https://www.edeka.de/eh/minden-hannover/edeka-fehner-mahndorfer-heerstr.-44-46/index.jsp,Mo-Sa 07:00-21:00,EDEKA,Q701755
10001015,edeka_de,EDEKA Center Weserpark,,Bremen,Bremen,,DE,+49 421 2783150,http://www.ecenter-weserpark.de,Mo-Sa 08:00-21:00,EDEKA,Q701755
DE0692,hm,Weserpark,,Bremen,Bremen,,DE,+49 800 6655900,,Mo-Sa 10:00-20:00,H&M,Q188326
GS0000930,mercedes_benz,Mercedes-Benz AG,,Bremen,Bremen,,DE,+49 421 4681929,https://www.mercedes-benz-bremen.de,,Mercedes-Benz,Q36008
,visa,,,BREMEN,BREMEN,,DE,,,,,
,visa,,,BREMEN,BREMEN,,DE,,,,,
,visa,,,BREMEN,BREMEN,,DE,,,,,
