State,Place Name,City,Establishments
UNKNOWN,accor,unknown,45
UNKNOWN,adairs,unknown,7
AUK,adidas,Auckland,7
UNKNOWN,adidas,Christchurch,1
UNKNOWN,adidas,Auckland,2
UNKNOWN,aje,unknown,2
UNKNOWN,alamo,Queenstown,1
UNKNOWN,alamo,Wellington,1
UNKNOWN,alamo,Christchurch,1
UNKNOWN,alamo,Auckland,1
UNKNOWN,alamo,Nelson,1
UNKNOWN,alamo,Dunedin,1
CANTERBURY,anytime_fitness,"Cashmere, Christchurch",1
WAIKATO,anytime_fitness,"Rototuna, Hamilton",1
AUCKLAND,anytime_fitness,Auckland,14
HAWKESBAY,anytime_fitness,Hastings,1
AUCKLAND,anytime_fitness,"Ormiston, Auckland",1
CANTERBURY,anytime_fitness,"Hornby, Christchurch",1
WAIKATO,anytime_fitness,Hamilton,1
BOP,anytime_fitness,Rotorua,1
GISBORNE,anytime_fitness,Gisborne,1
TARANAKI,anytime_fitness,New Plymouth,1
CANTERBURY,anytime_fitness,"Hereford, Christchurch",1
HAWKESBAY,anytime_fitness,Napier,1
HAWKESBAY,anytime_fitness,Taradale,1
AUCKLAND,anytime_fitness,"Botany Downs, Auckland",1
WELLINGTON,anytime_fitness,Wellington,1
AUCKLAND,anytime_fitness,"Glendene, Auckland",1
WAIKATO,anytime_fitness,Taupo,1
CANTERBURY,anytime_fitness,Christchurch,4
AUCKLAND,anytime_fitness,"St Lukes, Auckland",1
CANTERBURY,anytime_fitness,Rangiora,1
WAIKATO,anytime_fitness,"Avalon, Hamilton",1
OTAGO,anytime_fitness,Dunedin,3
AUCKLAND,anytime_fitness,"Highland Park, Auckland",1
AUCKLAND,anytime_fitness,"Ponsonby, Auckland",1
AUCKLAND,anytime_fitness,Whangaparaoa,1
CANTERBURY,anytime_fitness,"Riccarton, Christchurch",1
AUCKLAND,anytime_fitness,"Browns Bay, Auckland",1
WAIKATO,anytime_fitness,Cambridge,1
AUCKLAND,anytime_fitness,"Ellerslie, Auckland",1
BOP,anytime_fitness,Tauranga,3
SOUTHISLAND,anytime_fitness,Invercargill,1
NORTHLAND,anytime_fitness,Whangarei,1
AUCKLAND,anytime_fitness,"New Lynn, Auckland",1
AUCKLAND,anytime_fitness,"Pukekohe, Auckland",1
AUCKLAND,anytime_fitness,"Henderson, Auckland",1
AUCKLAND,anytime_fitness,"Takanini, Auckland",1
CANTERBURY,anytime_fitness,"Shirley, Christchurch",1
WAIKATO,anytime_fitness,"5 Cross Roads, Hamilton",1
WELLINGTON,audi,Wellington,1
AUCKLAND,audi,Auckland,2
WAIKATO,audi,Hamilton,1
BAYOFPLENTY,audi,Tauranga,1
NORTHLAND,audi,Whangarei,2
WAIKATO,audi,Taupo,1
HAWKESBAY,audi,Napier,1
TARANAKI,audi,New Plymouth,1
MANAWATUWANGANUI,audi,Palmerston North,1
CANTERBURY,audi,Christchurch,1
OTAGO,audi,Dunedin,1
OTAGO,audi,Queenstown,1
AUCKLAND,aurecongroup,Auckland,1
CANTERBURY,aurecongroup,Christchurch,1
GISBORNE,aurecongroup,Hamilton,1
BAYOFPLENTY,aurecongroup,Tauranga,1
WELLINGTON,aurecongroup,Wellington,1
NORTHISLAND,avis,Whangarei,1
NORTHISLAND,avis,Lower Hutt,2
AIRLINEPASSENGERSONLY,avis,Timaru,1
SOUTHISLAND,avis,Timaru,1
NORTHISLAND,avis,Wellington,2
TEARO,avis,Wellington,2
NORTHISLAND,avis,Tauranga,2
NORTHISLAND,avis,Taupo,2
NORTHISLAND,avis,Rotorua,2
FRANKTONSOUTHISLAND,avis,Queenstown,2
SOUTHISLAND,avis,Blenheim,2
NORTHISLAND,avis,Palmerston North,2
NORTHISLAND,avis,New Plymouth,2
SOUTHISLAND,avis,Nelson,2
NORTHISLAND,avis,Napier,2
NORTHISLAND,avis,Auckland,7
ALBANYNORTHISLAND,avis,Auckland,1
BAYOFISLANDSAIRPORTNORTHISLAND,avis,Kerikeri,1
SOUTHISLAND,avis,Invercargill,2
SOUTHISLAND,avis,Greymouth,2
NORTHISLAND,avis,Hamilton,3
NORTHISLAND,avis,Gisborne,1
SOUTHISLAND,avis,Hokitika,2
AIRLINEPASSENGERSONLYNORTHISLAND,avis,Kerikeri,1
SOUTHISLAND,avis,Picton,2
SOUTHISLAND,avis,Queenstown,2
SOUTHISLAND,avis,Dunedin,2
SOUTHISLAND,avis,Christchurch,4
CHRISTCHURCH,avis,Christchurch,1
97MOTELSOUTHISLAND,avis,Dunedin,1
AUCKLAND,baby_bunting,Mt Wellington,1
CHRISTCHURCH,baby_bunting,Addington,1
AUCKLAND,baby_bunting,Albany,1
AUCKLAND,baby_bunting,Manukau,1
UNKNOWN,bakers_delight,Auckland,2
UNKNOWN,bakers_delight,Tauranga,1
UNKNOWN,bakers_delight,Hastings,1
UNKNOWN,bakers_delight,Rotorua,1
UNKNOWN,bakers_delight,Mt Maunganui,1
UNKNOWN,bakers_delight,Taupo,1
UNKNOWN,bakers_delight,Point Chevalier,1
UNKNOWN,bakers_delight,Royal Oak,1
UNKNOWN,bakers_delight,Hamilton,1
UNKNOWN,bakers_delight,Manukau,1
UNKNOWN,bakers_delight,Papanui,1
UNKNOWN,bakers_delight,Birkenhead,1
UNKNOWN,bakers_delight,St Heliers,1
UNKNOWN,bakers_delight,Howick,1
UNKNOWN,bakers_delight,Remuera,1
UNKNOWN,bakers_delight,Milford,1
UNKNOWN,bakers_delight,New Lynn,1
UNKNOWN,bed_bath_n_table,unknown,15
UNKNOWN,bmw_group,Auckland,2
UNKNOWN,bmw_group,Hamilton,1
UNKNOWN,bmw_group,Tauranga,1
UNKNOWN,bmw_group,Queenstown,1
NEWZEALAND,bmw_group,Wellington,1
NEWZEALAND,bmw_group,"Kaiwharawhara, Wellington",1
NEWZEALAND,bmw_group,Newmarket,1
UNKNOWN,bmw_group,Palmerston North,1
UNKNOWN,bmw_group,"Mount Maunganui, Tauranga",1
NEWZEALAND,bmw_group,Auckland,1
UNKNOWN,bmw_group,"Waikato, Hamilton",1
NEWZEALAND,bmw_group,Christchurch,1
NEWZEALAND,bmw_group,Dunedin,1
UNKNOWN,bmw_group,Christchurch,1
UNKNOWN,bmw_group,Newmarket,1
UNKNOWN,bmw_group,Hastings,1
UNKNOWN,bmw_group,Dunedin,1
UNKNOWN,bmw_group,"Kingsland, Auckland",1
AUCKLAND,botteg_aveneta,Auckland,1
UNKNOWN,bp,Whakatane,1
UNKNOWN,bp,Kawerau,1
PONGAKAWA,bp,Te Puke,1
UNKNOWN,bp,Te Puke,1
UNKNOWN,bp,Rotorua,2
WHAKAREWAREWA,bp,Rotorua,1
FAIRYSPRINGS,bp,Rotorua,1
PAPAMOA,bp,Tauranga,2
MTMAUNGANUI,bp,Tauranga,2
MAUNGATAPU,bp,Tauranga,1
GATEPA,bp,Tauranga,1
JUDEA,bp,Tauranga,1
OTUMOETAI,bp,Tauranga,1
TAURIKO,bp,Tauranga,2
BETHLEHEM,bp,Tauranga,1
UNKNOWN,bp,Te Puna,2
UNKNOWN,bp,Tokoroa,2
UNKNOWN,bp,Katikati,1
UNKNOWN,bp,Putaruru,2
UNKNOWN,bp,Tirau,1
UNKNOWN,bp,Wairakei,2
TAUHARA,bp,Taupo,1
UNKNOWN,bp,Taupo,1
GISBORNE,bp,Gisborne,1
UNKNOWN,bp,Gisborne,1
UNKNOWN,bp,Waihi,1
KAITI,bp,Gisborne,1
UNKNOWN,bp,Morrinsville,1
LEAMINGTON,bp,Cambridge,2
GLENVIEW,bp,Hamilton,1
UNKNOWN,bp,Turangi,1
UNKNOWN,bp,Thames,1
BAYVIEW,bp,Napier,2
UNKNOWN,bp,Napier,1
GREENMEADOWS,bp,Napier,1
UNKNOWN,bp,Clive,1
UNKNOWN,bp,Hastings,1
STLEONARDS,bp,Hastings,1
SAINTLEONARDS,bp,Hastings,1
UNKNOWN,bp,Havelock North,1
UNKNOWN,bp,Nelson,1
PORTNELSON,bp,Nelson,1
RICHMOND,bp,Nelson,1
UNKNOWN,bp,Motueka,1
UNKNOWN,bp,Takaka,1
UNKNOWN,bp,Blenheim,2
KARORI,bp,Wellington,1
BROOKLYN,bp,Wellington,1
BERHAMPORE,bp,Wellington,1
NEWTOWN,bp,Wellington,1
TEARO,bp,Wellington,1
JOHNSONVILLE,bp,Wellington,1
NEWLANDS,bp,Wellington,1
UNKNOWN,bp,Kaikoura,2
TAWA,bp,Wellington,1
UNKNOWN,bp,Wellington,1
GRENADANORTH,bp,Wellington,1
PORIRUA,bp,Wellington,2
UNKNOWN,bp,Porirua,1
MANA,bp,Porirua,1
ALICETOWN,bp,Wellington,1
SEAVIEW,bp,Wellington,1
WAIWHETU,bp,Wellington,1
LOWERHUTT,bp,Wellington,1
UNKNOWN,bp,Wainuiomata,1
TAITA,bp,Wellington,1
UNKNOWN,bp,Westport,1
UNKNOWN,bp,Paraparaumu,2
UNKNOWN,bp,Upper Hutt,1
OTAKI,bp,Otaki,1
UNKNOWN,bp,Levin,1
HOROWHENUA,bp,Levin,1
UNKNOWN,bp,Martinborough,1
UNKNOWN,bp,Whanganui,1
SPRINGVALE,bp,Whanganui,1
WHANGANUICENTRAL,bp,Whanganui,1
ELTHAM,bp,Taranaki,1
RAVENSWOOD,bp,North Canterbury,1
WAIMAKARIRI,bp,Rangiora,2
UNKNOWN,bp,Oakura,1
UNKNOWN,bp,Inglewood,1
MARSHLAND,bp,Christchurch,1
NEWBRIGHTON,bp,Christchurch,1
BISHOPDALE,bp,Christchurch,1
MAIREHAU,bp,Christchurch,1
MANGERE,bp,Auckland,3
ONEHUNGA,bp,Auckland,2
HILLSBOROUGH,bp,Auckland,1
PAPATOETOE,bp,Auckland,1
MTROSKILL,bp,Auckland,1
ELLERSLIE,bp,Auckland,1
EPSOM,bp,Auckland,1
THREEKINGS,bp,Auckland,1
GREENLANE,bp,Auckland,2
MANUKAU,bp,Auckland,2
MTWELLINGTON,bp,Auckland,1
WIRI,bp,Auckland,1
HIGHBROOK,bp,Auckland,1
REMUERA,bp,Auckland,1
NEWMARKET,bp,Auckland,1
EASTTAMAKI,bp,Auckland,1
MTALBERT,bp,Auckland,1
NEWLYNN,bp,Auckland,2
PAKURANGA,bp,Auckland,1
FLATBUSH,bp,Auckland,1
MANUREWA,bp,Auckland,1
NORTHPARK,bp,Auckland,1
WATERVIEW,bp,Auckland,1
AUCKLANDCENTRAL,bp,Auckland,1
PONSONBY,bp,Auckland,1
HERNEBAY,bp,Auckland,1
HOWICK,bp,Auckland,1
GLENEDEN,bp,Auckland,1
AVONDALE,bp,Auckland,1
TAKANINI,bp,Auckland,2
GLENDENE,bp,Auckland,1
WHITFORD,bp,Auckland,1
HENDERSON,bp,Auckland,3
NORTHCOTE,bp,Auckland,3
HAURAKI,bp,Auckland,1
BIRKENHEAD,bp,Auckland,1
OPAHEKE,bp,Auckland,1
TAKAPUNA,bp,Auckland,2
UNKNOWN,bp,Taihape,1
UNKNOWN,bp,Waiouru,1
UNKNOWN,bp,Hunterville,1
UNKNOWN,bp,Ohakune,1
UNKNOWN,bp,Feilding,2
UNKNOWN,bp,Dannevirke,2
UNKNOWN,bp,Bulls,1
BULLS,bp,Bulls,1
UNKNOWN,bp,Waipawa,2
UNKNOWN,bp,Palmerston North,2
PALMERSTONNORTHCENTRAL,bp,Palmerston North,1
TAKARO,bp,Palmerston North,1
UNKNOWN,bp,Pahiatua,1
UNKNOWN,bp,Taumarunui,1
UNKNOWN,bp,Masterton,2
UNKNOWN,bp,Te Kuiti,2
HAREWOOD,bp,Christchurch,2
ILAM,bp,Christchurch,2
PAPANUI,bp,Christchurch,1
UPPERRICCARTON,bp,Christchurch,1
HORNBY,bp,Christchurch,2
SOCKBURN,bp,Christchurch,1
STALBANS,bp,Christchurch,1
CHRISTCHURCHCENTRAL,bp,Christchurch,1
HALSWELL,bp,Christchurch,1
HOONHAY,bp,Christchurch,1
LINWOOD,bp,Christchurch,1
BROMLEY,bp,Christchurch,1
WESTMELTON,bp,Christchurch,1
REDCLIFFS,bp,Christchurch,1
ROLLESTON,bp,Christchurch,2
UNKNOWN,bp,Ashburton,2
WASHDYKE,bp,Timaru,1
WAIMATAITAI,bp,Timaru,1
HIGHFIELD,bp,Timaru,1
HOKITIKA,bp,Hokitika,1
UNKNOWN,bp,Hokitika,1
UNKNOWN,bp,Fairlie,1
UNKNOWN,bp,Greymouth,1
UNKNOWN,bp,Oamaru,2
HAMILTONCENTRAL,bp,Hamilton,2
FRANKTON,bp,Hamilton,1
UNKNOWN,bp,Hamilton,1
ROTOTUNA,bp,Hamilton,1
HOROTIU,bp,Waikato,1
UNKNOWN,bp,Ngarauwahia,2
UNKNOWN,bp,Taupiri,2
UNKNOWN,bp,Raglan,1
BOMBAY,bp,Auckland,2
PUKEKOHE,bp,Auckland,1
PAPAKURA,bp,Auckland,2
PORTWHANGAREI,bp,Whangarei,1
PARAHAKI,bp,Whangarei,1
WOODHILL,bp,Whangarei,1
WHANGAREI,bp,Whangarei,1
UNKNOWN,bp,Whakapara,1
UNKNOWN,bp,Dargaville,1
UNKNOWN,bp,Moerewa,2
UNKNOWN,bp,Kerikeri,1
UNKNOWN,bp,Waipapa,1
COLLEGEESTATE,bp,Warkworth,1
UNKNOWN,bp,Kaeo,1
OREWA,bp,Auckland,1
MILLWATER,bp,Auckland,1
SILVERDALE,bp,Auckland,1
STANMOREBAY,bp,Auckland,1
DAIRYFLAT,bp,Auckland,1
NORTHHARBOUR,bp,Auckland,1
ALBANY,bp,Auckland,1
ROSEDALE,bp,Auckland,1
KUMEU,bp,Auckland,1
GLENFIELD,bp,Auckland,1
WHENUAPAI,bp,Auckland,1
HOBSONVILLE,bp,Auckland,1
UNKNOWN,bp,Balclutha,1
UNKNOWN,bp,Gore,1
MOSGIEL,bp,Dunedin,1
MORNINGTON,bp,Dunedin,1
UNKNOWN,bp,Dunedin,1
MUSSELBURGH,bp,Dunedin,1
DUNEDINCENTRAL,bp,Dunedin,2
HAWTHORNDALE,bp,Invercargill,1
PRESTONVILLE,bp,Invercargill,1
UNKNOWN,bp,Invercargill,1
UNKNOWN,bp,Cromwell,2
FRANKTON,bp,Queenstown,1
UNKNOWN,bp,Queenstown,1
UNKNOWN,bp,Wanaka,1
UNKNOWN,bp,Coromandel,1
UNKNOWN,bp,Whitianga,1
ONEROA,bp,Waiheke Island,1
UNKNOWN,bp,Waitara,1
UNKNOWN,bp,New Plymouth,1
BELLBLOCK,bp,New Plymouth,1
MOTUROA,bp,New Plymouth,1
AWANUI,bp,Kaitaia,1
UNKNOWN,bp,Kaitaia,2
UNKNOWN,bridgestone_select,unknown,97
UNKNOWN,bridgestone_select,Wainuiomata,1
UNKNOWN,bridgestone_select,Thorndon,1
UNKNOWN,bridgestone_select,Tawa,1
UNKNOWN,bridgestone_select,Porirua City Centre,1
UNKNOWN,bridgestone_select,Mount Cook,2
UNKNOWN,bridgestone_select,Miramar,1
UNKNOWN,bridgestone_select,Johnsonville,1
UNKNOWN,bridgestone_select,Te Rapa,2
UNKNOWN,bridgestone_select,Hillcrest,2
UNKNOWN,bridgestone_select,Hamilton Central,2
UNKNOWN,bridgestone_select,Stoke,2
UNKNOWN,bridgestone_select,Gladstone,1
UNKNOWN,bridgestone_select,Kenmure,1
UNKNOWN,bridgestone_select,Frankton,1
UNKNOWN,bridgestone_select,South Dunedin,1
UNKNOWN,bridgestone_select,Port Whangarei,1
UNKNOWN,bridgestone_select,Mayfield,1
UNKNOWN,bridgestone_select,Castlecliff,1
UNKNOWN,bridgestone_select,Napier South,1
UNKNOWN,bridgestone_select,Pandora,1
UNKNOWN,bridgestone_select,Saint Leonards,1
UNKNOWN,bridgestone_select,Awapuni,1
UNKNOWN,bridgestone_select,Washdyke,1
UNKNOWN,bridgestone_select,Burnside,1
UNKNOWN,bridgestone_select,Parkside,1
UNKNOWN,bridgestone_select,Shirley,1
UNKNOWN,bridgestone_select,Redwood,1
UNKNOWN,bridgestone_select,Northwood,1
UNKNOWN,bridgestone_select,Hornby South,1
UNKNOWN,bridgestone_select,Halswell,1
UNKNOWN,bridgestone_select,Ferrymead,1
UNKNOWN,bridgestone_select,Christchurch Central,1
UNKNOWN,bridgestone_select,Sockburn,1
UNKNOWN,bridgestone_select,Riccarton,1
UNKNOWN,bridgestone_select,Addington,1
UNKNOWN,bridgestone_select,Hornby,1
UNKNOWN,bridgestone_select,Tauranga South,1
UNKNOWN,bridgestone_select,Ngapuna,1
UNKNOWN,bridgestone_select,Papamoa Beach,1
UNKNOWN,bridgestone_select,Mount Maunganui,1
UNKNOWN,bridgestone_select,Mangakakahi,1
UNKNOWN,bridgestone_select,Wiri,1
UNKNOWN,bridgestone_select,Wairau Valley,2
UNKNOWN,bridgestone_select,Mount Albert,1
UNKNOWN,bridgestone_select,Pakuranga Heights,1
UNKNOWN,bridgestone_select,Otahuhu,1
UNKNOWN,bridgestone_select,New Lynn,1
UNKNOWN,bridgestone_select,Henderson,1
UNKNOWN,bridgestone_select,Greenlane,1
UNKNOWN,bridgestone_select,Glen Innes,1
UNKNOWN,bridgestone_select,Glen Eden,1
UNKNOWN,bridgestone_select,East Tamaki,1
UNKNOWN,bridgestone_select,Huntington Park,1
UNKNOWN,bridgestone_select,Browns Bay,1
UNKNOWN,bridgestone_select,Botany,1
UNKNOWN,bridgestone_select,Avondale,1
UNKNOWN,bridgestone_select,Albany,1
UNKNOWN,bridgestone_select,Rosedale,1
UNKNOWN,bridgestone_select,Onehunga,1
UNKNOWN,bridgestone_select,Mt Roskill,1
UNKNOWN,bridgestone_select,Manukau,1
UNKNOWN,bridgestone_select,Howick,1
UNKNOWN,bridgestone_select,Auckland Airport,1
AUK,carla_zampatti,Ponsonby,1
UNKNOWN,carpet_court_nz,Invercargill,1
UNKNOWN,carpet_court_nz,Gore,1
UNKNOWN,carpet_court_nz,South Dunedin,1
UNKNOWN,carpet_court_nz,Dunedin,1
UNKNOWN,carpet_court_nz,Alexandra,1
UNKNOWN,carpet_court_nz,Queenstown,1
UNKNOWN,carpet_court_nz,Cromwell,1
UNKNOWN,carpet_court_nz,Oamaru,1
UNKNOWN,carpet_court_nz,Wanaka,1
UNKNOWN,carpet_court_nz,Timaru,2
UNKNOWN,carpet_court_nz,Ashburton,1
UNKNOWN,carpet_court_nz,Christchurch,3
UNKNOWN,carpet_court_nz,Rangiora,1
UNKNOWN,carpet_court_nz,Hokitika,1
UNKNOWN,carpet_court_nz,Greymouth,1
UNKNOWN,carpet_court_nz,Blenheim,1
UNKNOWN,carpet_court_nz,Nelson,1
UNKNOWN,carpet_court_nz,Wellington,1
UNKNOWN,carpet_court_nz,Lower Hutt,1
UNKNOWN,carpet_court_nz,Porirua,1
UNKNOWN,carpet_court_nz,Upper Hutt,1
UNKNOWN,carpet_court_nz,Paraparaumu,1
UNKNOWN,carpet_court_nz,Masterton,1
UNKNOWN,carpet_court_nz,Waikanae,1
UNKNOWN,carpet_court_nz,Levin,1
UNKNOWN,carpet_court_nz,Palmerston North,1
UNKNOWN,carpet_court_nz,Feilding,1
UNKNOWN,carpet_court_nz,Whanganui,1
UNKNOWN,carpet_court_nz,Hastings,1
UNKNOWN,carpet_court_nz,Napier,1
UNKNOWN,carpet_court_nz,New Plymouth,1
UNKNOWN,carpet_court_nz,Taupo,1
UNKNOWN,carpet_court_nz,Gisborne,1
UNKNOWN,carpet_court_nz,Te Kuiti,1
UNKNOWN,carpet_court_nz,Rotorua,1
UNKNOWN,carpet_court_nz,Te Awamutu,1
UNKNOWN,carpet_court_nz,Cambridge,1
BAYOFPLENTY,carpet_court_nz,Whakatane,1
UNKNOWN,carpet_court_nz,Hamilton,1
UNKNOWN,carpet_court_nz,Matamata,1
UNKNOWN,carpet_court_nz,Morrinsville,1
UNKNOWN,carpet_court_nz,Tauranga,2
UNKNOWN,carpet_court_nz,Auckland,2
UNKNOWN,carpet_court_nz,Takanini,1
UNKNOWN,carpet_court_nz,Manukau,1
UNKNOWN,choices_flooring_nz,unknown,7
AUK,coach_au_nz,Auckland,3
UNKNOWN,cue,Auckland,2
UNKNOWN,cue,"Botany Downs, Auckland",1
UNKNOWN,cue,Wellington,1
AUCKLAND,dangerfield,Albany,1
UNKNOWN,dangerfield,Auckland CBD,1
UNKNOWN,dangerfield,Riccarton,1
UNKNOWN,dangerfield,Dunedin Central,1
UNKNOWN,dangerfield,Ponsonby,1
UNKNOWN,dangerfield,Mt Wellington,1
UNKNOWN,dangerfield,Tauranga,1
UNKNOWN,dangerfield,Wellington Central,1
UNKNOWN,dangerfield,Newmarket,1
UNKNOWN,dusk_nz,Manukau City Centre,1
UNKNOWN,dusk_nz,Massy,1
UNKNOWN,dusk_nz,Hutt Central,1
CAN,early_settler,Riccarton,1
WGN,early_settler,Wellington,1
AUK,early_settler,Botany Downs,1
WKO,early_settler,Hamilton,1
AUK,early_settler,Ponsonby,1
AUK,early_settler,Wairau Park,1
OTA,early_settler,Dunedin,1
AUK,early_settler,Mount Wellington,1
UNKNOWN,eb_games_nz,unknown,39
UNKNOWN,ecco,Mangere Auckland NI,1
UNKNOWN,ecco,MILFORD,1
UNKNOWN,ecco,Wellington,1
UNKNOWN,ecco,Newmarket,1
UNKNOWN,enterprise,Auckland,3
UNKNOWN,enterprise,Queenstown,1
UNKNOWN,enterprise,Nelson,1
UNKNOWN,enterprise,Wellington,1
UNKNOWN,enterprise,Christchurch,1
UNKNOWN,enterprise,Dunedin,1
UNKNOWN,ernst_young,Auckland,1
UNKNOWN,ernst_young,Christchurch,1
UNKNOWN,ernst_young,Wellington,1
UNKNOWN,ernst_young,Tauranga,1
CHRISTCHURCH,exxonmobil,ST ALBANS,1
AUCKLAND,exxonmobil,MANUKAU,2
BAYOFPLENTY,exxonmobil,WHITIANGA,1
TARANAKI,exxonmobil,PATEA,1
MANAWATU,exxonmobil,WHANGANUI,1
WAIKATO,exxonmobil,HAMILTON,6
AUCKLAND,exxonmobil,EPSOM,1
TARANAKI,exxonmobil,STRATFORD,1
CANTERBURY,exxonmobil,TIMARU,1
CHRISTCHURCH,exxonmobil,ROLLESTON,1
AUCKLAND,exxonmobil,EAST TAMAKI,3
NORTHLAND,exxonmobil,KAIKOHE,1
BAYOFPLENTY,exxonmobil,OPOTIKI,1
CHRISTCHURCH,exxonmobil,RICCARTON,1
CANTERBURY,exxonmobil,TWIZEL,1
WAIKATO,exxonmobil,MATAMATA,1
CHRISTCHURCH,exxonmobil,YALDHURST,1
CHRISTCHURCH,exxonmobil,KAIAPOI,1
AUCKLAND,exxonmobil,TAKANINI,1
AUCKLAND,exxonmobil,BLOCKHOUSE BAY,1
CHRISTCHURCH,exxonmobil,FENDALTON,1
HAWKESBAY,exxonmobil,WAIPUKURAU,1
MANAWATU,exxonmobil,PALMERSTON NORTH,2
MANAWATU,exxonmobil,AWAPUNI,1
WAIKATO,exxonmobil,CAMBRIDGE,1
WAIKATO,exxonmobil,MORRINSVILLE,1
WAIKATO,exxonmobil,OTOROHANGA,1
AUCKLAND,exxonmobil,PUKEKOHE,2
WESTCOAST,exxonmobil,REEFTON,1
BAYOFPLENTY,exxonmobil,ROTORUA,4
AUCKLAND,exxonmobil,MT ALBERT,1
AUCKLAND,exxonmobil,MANGERE,2
AUCKLAND,exxonmobil,MANUREWA,3
NORTHLAND,exxonmobil,WHANGAREI,3
HAWKESBAY,exxonmobil,BAY VIEW NAPIER,1
NORTHLAND,exxonmobil,DARGAVILLE,1
WESTCOAST,exxonmobil,GREYMOUTH,1
OTAGO,exxonmobil,QUEENSTOWN,1
OTAGO,exxonmobil,DUNEDIN,3
TARANAKI,exxonmobil,NEW PLYMOUTH,1
NELSON,exxonmobil,STOKE,1
NELSON,exxonmobil,TAHUNANUI,1
MARLBOROUGH,exxonmobil,BLENHEIM,1
AUCKLAND,exxonmobil,MT EDEN,2
BAYOFPLENTY,exxonmobil,WAIHI,1
WAIKATO,exxonmobil,KOPU THAMES,1
AUCKLAND,exxonmobil,KOHIMARAMA,1
HAWKESBAY,exxonmobil,HASTINGS,1
AUCKLAND,exxonmobil,WELLSFORD,1
SOUTHLAND,exxonmobil,INVERCARGILL,3
WAIKATO,exxonmobil,TAUMARUNUI,1
AUCKLAND,exxonmobil,ONEHUNGA,1
AUCKLAND,exxonmobil,PAPATOETOE,2
WAIKATO,exxonmobil,TE AWAMUTU,1
AUCKLAND,exxonmobil,MT WELLINGTON,2
CANTERBURY,exxonmobil,ASHBURTON,1
MANAWATU,exxonmobil,TAIHAPE,1
AUCKLAND,exxonmobil,CLENDON PARK,1
HAWKESBAY,exxonmobil,NAPIER,1
AUCKLAND,exxonmobil,MT ROSKILL,1
WELLINGTON,exxonmobil,PARAPARAUMU,1
WELLINGTON,exxonmobil,KILBIRNIE,1
MANAWATU,exxonmobil,LEVIN,1
MANAWATU,exxonmobil,FOXTON,1
MANAWATU,exxonmobil,BULLS,1
NORTHLAND,exxonmobil,KAITAIA,1
HAWKESBAY,exxonmobil,GISBORNE,1
BAYOFPLENTY,exxonmobil,TAURANGA,3
AUCKLAND,exxonmobil,OTAHUHU,2
AUCKLAND,exxonmobil,PARNELL,1
NELSON,exxonmobil,MURCHISON,1
HAWKESBAY,exxonmobil,HAVELOCK NORTH,1
CHRISTCHURCH,exxonmobil,SYDENHAM,1
AUCKLAND,exxonmobil,AUCKLAND CENTRAL,2
CHRISTCHURCH,exxonmobil,WIGRAM,1
WELLINGTON,exxonmobil,JOHNSONVILLE,1
AUCKLAND,exxonmobil,GLEN EDEN,2
WAIKATO,exxonmobil,HUNTLY,1
CHRISTCHURCH,exxonmobil,PAPANUI,1
WAIRARAPA,exxonmobil,MASTERTON,3
AUCKLAND,exxonmobil,MAIRANGI BAY,1
MANAWATU,exxonmobil,TURAKINA,1
CANTERBURY,exxonmobil,AMBERLEY,1
AUCKLAND,exxonmobil,ALBANY,1
AUCKLAND,exxonmobil,REMUERA,1
AUCKLAND,exxonmobil,TAKAPUNA,1
CHRISTCHURCH,exxonmobil,ARANUI,1
WAIKATO,exxonmobil,WAHAROA,1
AUCKLAND,exxonmobil,BIRKENHEAD,1
AUCKLAND,exxonmobil,NEW LYNN,1
AUCKLAND,exxonmobil,SANDRINGHAM,1
AUCKLAND,exxonmobil,HENDERSON,3
AUCKLAND,exxonmobil,WARKWORTH,1
WELLINGTON,exxonmobil,PORIRUA,3
AUCKLAND,exxonmobil,DRURY,1
WAIKATO,exxonmobil,TAUPO,3
AUCKLAND,exxonmobil,WHANGAPARAOA,1
AUCKLAND,exxonmobil,GLENFIELD,3
AUCKLAND,exxonmobil,ST. LUKES,1
CHRISTCHURCH,exxonmobil,CHRISTCHURCH CENTRAL,1
CHRISTCHURCH,exxonmobil,REDWOOD,1
AUCKLAND,exxonmobil,MASSEY,2
SOUTHLAND,exxonmobil,TE ANAU,1
AUCKLAND,exxonmobil,GLENDENE,1
OTAGO,exxonmobil,MOSGIEL,1
WAIKATO,exxonmobil,MERCER,1
WELLINGTON,exxonmobil,OTAKI,1
AUCKLAND,exxonmobil,KELSTON,1
WAIRARAPA,exxonmobil,DANNEVIRKE,1
WAIRARAPA,exxonmobil,CARTERTON,1
AUCKLAND,exxonmobil,NORTHCOTE,1
WELLINGTON,exxonmobil,LOWER HUTT,1
WELLINGTON,exxonmobil,PETONE,1
WELLINGTON,exxonmobil,SILVERSTREAM,1
WELLINGTON,exxonmobil,KARORI,1
NELSON,exxonmobil,NELSON,1
WELLINGTON,exxonmobil,WAIKANAE,1
WAIKATO,exxonmobil,TOKOROA,1
AUCKLAND,exxonmobil,OTARA,1
AUCKLAND,exxonmobil,AUCKLAND,1
AUCKLAND,exxonmobil,GLEN INNES,1
AUCKLAND,exxonmobil,PAPAKURA,2
AUCKLAND,exxonmobil,PANMURE,1
