State,Place Name,City,Establishments
AUCKLAND,sportscraft,Mount Albert,1
CANTERBURY,spotlight,Christchurch City,2
AUCKLAND,spotlight,Auckland,6
OTAGO,spotlight,Queenstown-Lakes District,1
WELLINGTON,spotlight,Kapiti Coast District,1
NORTHLAND,spotlight,Whangarei,1
WELLINGTON,spotlight,Wellington City,1
BAYOFPLENTY,spotlight,Tauranga City,1
BAYOFPLENTY,spotlight,Rotorua District,1
MANAWATUWANGANUI,spotlight,Palmerston North City,1
TARANAKI,spotlight,New Plymouth District,1
NELSON,spotlight,Nelson City,1
SOUTHLAND,spotlight,Invercargill City,1
HAWKESBAY,spotlight,Hastings District,1
WAIKATO,spotlight,Hamilton City,1
OTAGO,spotlight,Dunedin City,1
NZSOUTH,sunglass_hut_1,Christchurch,4
NZSOUTH,sunglass_hut_1,Auckland,7
WELLINGTON,sunglass_hut_1,Wellington,2
NZNORTH,sunglass_hut_1,Auckland,5
NZNORTH,sunglass_hut_1,New Plymouth,1
WELLINGTON,sunglass_hut_1,Lower Hutt,1
NZNORTH,sunglass_hut_1,Hamilton,1
AUCKLAND,sunglass_hut_1,Auckland,1
WAIKATO,sunglass_hut_1,Hamilton,1
OTA,sunglass_hut_1,Queenstown,1
UNKNOWN,sunglass_hut_1,Dunedin,1
BOP,sunglass_hut_1,Mt. Maunganui,1
UNKNOWN,superdry,Queenstown,1
UNKNOWN,superdry,Auckland,2
CAN,t2,Riccarton,1
AUK,t2,Mount Albert,1
AUK,t2,Auckland,1
WGN,t2,Wellington,1
AUK,t2,Albany,1
BOP,t2,Tauranga,1
AUCKLAND,the_cheesecake_shop,unknown,12
HAMILTON,the_cheesecake_shop,unknown,2
ROTORUA,the_cheesecake_shop,unknown,1
TAURANGA,the_cheesecake_shop,unknown,1
WHANGAREI,the_cheesecake_shop,unknown,1
AUK,the_north_face_au_nz,Auckland,1
OTA,the_north_face_au_nz,Queenstown,1
CAN,the_north_face_au_nz,Christchurch,1
AUK,the_north_face_au_nz,Onehunga,1
UNKNOWN,timberland,Auckland,4
UNKNOWN,timberland,Wellington,1
AUCKLAND,tommy_hilfiger_au_nz,Auckland,2
CANTERBURY,tommy_hilfiger_au_nz,Selwyn District,1
WELLINGTON,tommy_hilfiger_au_nz,Porirua City,1
OTAGO,tommy_hilfiger_au_nz,Queenstown-Lakes District,1
TKI,toyworld_nz,New Plymouth,1
WGN,toyworld_nz,Wellington,1
WGN,toyworld_nz,Johnsonville,1
STL,toyworld_nz,Invercargill,1
MWT,toyworld_nz,Palmerston North,1
WGN,toyworld_nz,Lower Hutt,1
WKO,toyworld_nz,Matamata,1
AUK,toyworld_nz,Manukau,1
WKO,toyworld_nz,Hamilton,1
WTC,toyworld_nz,Westport,1
BOP,toyworld_nz,Tauranga,1
AUK,toyworld_nz,Albany,1
AUK,toyworld_nz,Auckland,1
AUK,toyworld_nz,East Tamaki,1
HKB,toyworld_nz,Napier,1
AUK,toyworld_nz,Westgate,1
AUK,toyworld_nz,Pukekohe,1
AUK,toyworld_nz,Silverdale,1
AUK,toyworld_nz,New Lynn,1
AUK,toyworld_nz,Sylvia Park,1
WKO,toyworld_nz,Te Awamutu,1
WKO,toyworld_nz,Waihi,1
AUK,toyworld_nz,Henderson,1
AUK,toyworld_nz,St Lukes,1
CAN,toyworld_nz,Christchurch,3
SOUTHLAND,travelex,Invercargill,1
SOUTHLAND,travelex,Winton,1
SOUTHLAND,travelex,Te Anau,1
OTAGO,travelex,Dunedin,1
OTAGO,travelex,Queenstown,2
CANTERBURY,travelex,Timaru,1
CANTERBURY,travelex,Temuka,1
CANTERBURY,travelex,Christchurch,7
CANTERBURY,travelex,Ferrymead,1
CANTERBURY,travelex,Northcote,1
CANTERBURY,travelex,Rangiora,1
NELSON,travelex,Nelson,1
WELLINGTON,travelex,Wellington,1
WELLINGTON,travelex,Waikanae,1
MANAWATUWANGANUI,travelex,Palmerston North,2
WAIKATO,travelex,Hamilton,1
BAYOFPLENTY,travelex,Tauranga,2
AUCKLAND,travelex,Auckland,13
AUCKLAND,travelex,Helensville,1
CANTERBURY,vapo_nz,Christchurch,1
AUCKLAND,vapo_nz,Mt Eden,1
OTAGO,vapo_nz,Dunedin,1
WAIKATO,vapo_nz,Hamilton,1
AUCKLAND,vapo_nz,Auckland,6
AUCKLAND,vapo_nz,Auckland CBD,1
AUCKLAND,vapo_nz,Manukau,1
BAYOFPLENTY,vapo_nz,Mount Maunganui,1
NELSON,vapo_nz,Nelson,1
AUCKLAND,vapo_nz,Pukekohe Hill,1
OTAGO,vapo_nz,Queenstown,1
AUCKLAND,vapo_nz,Mount Wellington,1
WELLINGTON,vapo_nz,Wellington,1
UNKNOWN,visa,STEWART ISLAND,1
UNKNOWN,visa,SOUTHLAND,4
UNKNOWN,visa,CANTERBURY,1
UNKNOWN,visa,TOKANUI,2
UNKNOWN,visa,INVERCARGILL,28
NZ,visa,INVERCARGILL,5
SOUTHLAND,visa,INVERCARGILL,10
SOUTHLAND,visa,RIVERTON,1
UNKNOWN,visa,RIVERTON,1
UNKNOWN,visa,"INVERCARGILL,",1
NZ,visa,"INVERCARGILL,",1
UNKNOWN,visa,TUATAPERE,1
UNKNOWN,visa,WYNDHAM,3
UNKNOWN,visa,EDENDALE,1
UNKNOWN,visa,OTAUTAU,2
UNKNOWN,visa,OWAKA,1
UNKNOWN,visa,WINTON,3
NZ,visa,WINTON,1
SOUTHLAND,visa,WINTON,1
UNKNOWN,visa,MATAURA,3
UNKNOWN,visa,NIGHTCAPS,1
UNKNOWN,visa,GORE,8
UNKNOWN,visa,BALCLUTHA,4
SOUTHLAND,visa,GORE,3
NZ,visa,GORE,1
OTAGO,visa,BALCLUTHA,2
NZ,visa,BALCLUTHA,1
UNKNOWN,visa,RIVERSDALE,1
OTAGO,visa,MILTON,2
UNKNOWN,visa,MILTON,1
UNKNOWN,visa,TAPANUI,2
UNKNOWN,visa,LUMSDEN,1
UNKNOWN,visa,LAWRENCE,1
UNKNOWN,visa,TE ANAU,2
SOUTHLAND,visa,TE ANAU,2
NZ,visa,DUNEDIN,7
UNKNOWN,visa,DUNEDIN,33
OTAGO,visa,MOSGIEL,2
UNKNOWN,visa,MOSGIEL,1
OTAGO,visa,DUNEDIN,17
NA,visa,DUNEDIN,1
UNKNOWN,visa,"DUNEDIN, OTAGO",1
UNKNOWN,visa,ROXBURGH,1
UNKNOWN,visa,ATHOL,1
UNKNOWN,visa,WAIKOUAITI,1
UNKNOWN,visa,ALEXANDRA,5
OTAGO,visa,ALEXANDRA,2
UNKNOWN,visa,PALMERSTON,1
UNKNOWN,visa,"PALMERSTON, OTAGO",1
NA,visa,ALEXANDRA,1
NZ,visa,ALEXANDRA,1
UNKNOWN,visa,QUEENSTOWN,13
OTAGO,visa,QUEENSTOWN,8
NA,visa,QUEENSTOWN,1
UNKNOWN,visa,FRANKTON,1
NZ,visa,FRANKTON,1
NZ,visa,QUEENSTOWN,1
UNKNOWN,visa,HAMILTON,55
UNKNOWN,visa,QUEESTOWN,1
UNKNOWN,visa,CROMWELL,4
UNKNOWN,visa,HAMPDEN,1
NA,visa,CROMWELL,1
OTAGO,visa,CROMWELL,2
UNKNOWN,visa,OMAKAU,1
UNKNOWN,visa,ARROWTOWN,2
UNKNOWN,visa,GLENORCHY,1
OTAGO,visa,RANFURLY,1
UNKNOWN,visa,RANFURLY,1
NZ,visa,OAMARU,3
UNKNOWN,visa,OAMARU,6
OTAGO,visa,OAMARU,3
UNKNOWN,visa,OAMARU NORTH,1
UNKNOWN,visa,WANAKA,4
NZ,visa,WANAKA,1
OTAGO,visa,WANAKA,4
CANTERBURY,visa,WAIMATE,1
UNKNOWN,visa,WAIMATE,3
NZ,visa,WAIMATE,1
NZ,visa,"WAIMATE, SOUTH ISLAND",1
UNKNOWN,visa,TEKAPO,1
UNKNOWN,visa,TWIZEL,2
CANTERBURY,visa,TWIZEL,1
UNKNOWN,visa,TIMARU,10
CANTERBURY,visa,TIMARU,5
NZ,visa,TIMARU,3
UNKNOWN,visa,PLEASANT POINT,2
UNKNOWN,visa,HAAST,1
UNKNOWN,visa,TEMUKA,3
CANTERBURY,visa,TEMUKA,1
NZ,visa,TEMUKA,1
CANTERBURY,visa,FAIRLIE,1
CANTERBURY,visa,GERALDINE,2
UNKNOWN,visa,GERALDINE,3
UNKNOWN,visa,MT COOK,2
UNKNOWN,visa,ASHBURTON,11
CANTERBURY,visa,ASHBURTON,6
NZ,visa,ASHBURTON,2
UNKNOWN,visa,SOUTHBRIDGE,1
UNKNOWN,visa,RAKAIA,2
UNKNOWN,visa,LEESTON,1
UNKNOWN,visa,FRANZ JOSEF,1
UNKNOWN,visa,METHVEN,3
UNKNOWN,visa,AKAROA,2
UNKNOWN,visa,DUNSANDEL,1
UNKNOWN,visa,CHRISTCHURCH,158
NZ,visa,CHRISTCHURCH,39
CANTERBURY,visa,CHRISTCHURCH,74
UNKNOWN,visa,CHATHAM ISLAN,2
UNKNOWN,visa,CHRISTCURCH,1
NZ,visa,LYTTLETON,1
UNKNOWN,visa,COALGATE,1
CANTERBURY,visa,DARFIELD,1
UNKNOWN,visa,DARFIELD,2
NZ,visa,DARFIELD,1
UNKNOWN,visa,SYDENHAM,1
UNKNOWN,visa,"CHRISTCHURCH, CANTERBURY",3
UNKNOWN,visa,ADDINGTON,1
UNKNOWN,visa,WOOLSTON,1
NA,visa,CHRISTCHURCH,1
UNKNOWN,visa,"MAIREHAU, CHRISTCHURCH",1
UNKNOWN,visa,SPRINGFIELD,1
UNKNOWN,visa,KAIAPOI,4
CANTERBURY,visa,KAIAPOI,2
NZ,visa,KAIAPOI,1
CANTERBURY,visa,OXFORD,1
CANTERBURY,visa,RANGIORA,5
UNKNOWN,visa,RANGIORA,6
UNKNOWN,visa,WOODEND,1
NZ,visa,RANGIORA,2
NZ,visa,WOODEND,1
UNKNOWN,visa,ARTHURS PASS,1
UNKNOWN,visa,HOKITIKA,4
WESTCOAST,visa,HOKITIKA,1
NZ,visa,HOKITIKA,1
UNKNOWN,visa,GRETA VALLEY,1
UNKNOWN,visa,CULVERDEN,1
UNKNOWN,visa,CHEVIOT,1
NZ,visa,GREYMOUTH,1
UNKNOWN,visa,GREYMOUTH,8
UNKNOWN,visa,DOBSON,1
WESTCOAST,visa,GREYMOUTH,2
UNKNOWN,visa,RUNANGA,1
UNKNOWN,visa,HANMER SPRINGS,2
UNKNOWN,visa,HANMER SPRING,2
NZ,visa,HANMER SPRINGS,1
UNKNOWN,visa,KAIKOURA,3
CANTERBURY,visa,KAIKOURA,2
NZ,visa,KAIKOURA,1
WESTCOAST,visa,REEFTON,1
UNKNOWN,visa,REEFTON,1
WESTCOAST,visa,WESTPORT,2
UNKNOWN,visa,WESTPORT,6
NZ,visa,WESTPORT,1
UNKNOWN,visa,MURCHISON,1
UNKNOWN,visa,NELSON,25
UNKNOWN,visa,SEDDON,1
UNKNOWN,visa,TAPAWERA,1
MARLBOROUGH,visa,BLENHEIM,6
UNKNOWN,visa,BLENHEIM,14
UNKNOWN,visa,WAKEFIELD,2
UNKNOWN,visa,RENWICK,1
NZ,visa,BLENHEIM,3
UNKNOWN,visa,KARMAMEA,1
UNKNOWN,visa,KARAMEA,1
TASMAN,visa,RICHMOND,3
NELSON,visa,NELSON,9
UNKNOWN,visa,"RICHMOND, NELSON",1
UNKNOWN,visa,RICHMOND,3
NZ,visa,RICHMOND,1
UNKNOWN,visa,STOKE,1
NZ,visa,STOKE,1
NZ,visa,NELSON,4
NZ,visa,"STOKE, NELSON",1
UNKNOWN,visa,MAPUA,1
MARLBOROUGH,visa,PICTON,1
UNKNOWN,visa,PICTON,3
NZ,visa,PICTON,1
WELLINGTON,visa,WELLINGTON,68
UNKNOWN,visa,WELLINGTON,60
TASMAN,visa,MOTUEKA,2
UNKNOWN,visa,MOTUEKA,8
NZ,visa,MOTUEKA,3
NZ,visa,WELLINGTON,18
UNKNOWN,visa,KILBIRNIE,1
NA,visa,WELLINGTON,3
UNKNOWN,visa,MIRAMAR,1
UNKNOWN,visa,BROOKLYN,1
UNKNOWN,visa,TE ARO,1
WELLINGTON,visa,LOWER HUTT,5
UNKNOWN,visa,LOWER HUTT,28
WELLINGTON,visa,WAINUIOMATA,1
NZ,visa,LOWER HUTT,4
UNKNOWN,visa,PETONE,3
UNKNOWN,visa,PENTONE,1
NZ,visa,NAENAE,1
UNKNOWN,visa,NAENAE,1
UNKNOWN,visa,TAWA,2
NZ,visa,MARTINBOROUGH,1
UNKNOWN,visa,MARTINBOROUGH,2
WELLINGTON,visa,MARTINBOROUGH,1
UNKNOWN,visa,PORIRUA,10
WELLINGTON,visa,PORIRUA,2
NZ,visa,PORIRUA,2
WELLINGTON,visa,UPPER HUTT,4
UNKNOWN,visa,UPPER HUTT,8
NZ,visa,UPPER HUTT,2
NZ,visa,TAKAKA,1
UNKNOWN,visa,TAKAKA,5
TASMAN,visa,TAKAKA,1
UNKNOWN,visa,PORIUNA,1
WELLINGTON,visa,FEATHERSTON,1
NZ,visa,FEATHERSTON,1
UNKNOWN,visa,FEATHERSTON,1
WELLINGTON,visa,GREYTOWN,1
UNKNOWN,visa,GREYTOWN,2
NZ,visa,GREYTOWN,1
UNKNOWN,visa,PAEKAKARIKI,1
UNKNOWN,visa,CATERTON,1
WELLINGTON,visa,CARTERTON,2
UNKNOWN,visa,CARTERTON,1
NZ,visa,CARTERTON,1
UNKNOWN,visa,"COLLINGWOOD, NELSON",1
WELLINGTON,visa,RAUMATI BEACH,1
UNKNOWN,visa,PARAPARAUMU,8
UNKNOWN,visa,KAPITI,1
WELLINGTON,visa,PARAPARAUMU,5
UNKNOWN,visa,WAIKATO,5
UNKNOWN,visa,MASTERTON,5
NZ,visa,MASTERTON,2
WELLINGTON,visa,MASTERTON,6
UNKNOWN,visa,WAIKANAE,3
WELLINGTON,visa,WAIKANAE,2
WELLINGTON,visa,OTAKI,3
UNKNOWN,visa,OTAKI,4
NZ,visa,OTAKI,1
NZ,visa,LEVIN,2
UNKNOWN,visa,LEVIN,6
WHANGANUIMANAWATU,visa,LEVIN,4
MANAWATUWANGANUI,visa,LEVIN,1
UNKNOWN,visa,EKETAHUNA,2
WHANGANUIMANAWATU,visa,SHANNON,1
NZ,visa,FOXTON,1
UNKNOWN,visa,FOXTON,2
WHANGANUIMANAWATU,visa,FOXTON,1
UNKNOWN,visa,PAHIATUA,2
WHANGANUIMANAWATU,visa,PAHIATUA,1
UNKNOWN,visa,PAIHIATUA,1
UNKNOWN,visa,PALMERSTON NORTH,25
WHANGANUIMANAWATU,visa,PALMERSTON NORTH,10
NZ,visa,PALMERSTON NORTH,4
NA,visa,PALMERSTON NORTH,1
MANAWATUWANGANUI,visa,PALMERSTON NORTH,7
UNKNOWN,visa,PALMERSTON NO,1
UNKNOWN,visa,MANAWATU-WANGANUI,1
MANAWATUWANGANUI,visa,WOODVILLE,1
UNKNOWN,visa,WOODVILLE,1
NZ,visa,SANSON,1
UNKNOWN,visa,FEILDING,6
NZ,visa,FEILDING,1
WHANGANUIMANAWATU,visa,FEILDING,3
MANAWATUWANGANUI,visa,FEILDING,1
WHANGANUIMANAWATU,visa,BULLS,1
MANAWATUWANGANUI,visa,BULLS,1
UNKNOWN,visa,BULLS,1
WHANGANUIMANAWATU,visa,DANNEVIRKE,2
UNKNOWN,visa,DANNEVIRKE,5
NZ,visa,DANNEVIRKE,1
MANAWATUWANGANUI,visa,DANNEVIRKE,1
UNKNOWN,visa,MARTON,3
WHANGANUIMANAWATU,visa,MARTON,1
NZ,visa,MARTON,1
UNKNOWN,visa,WANGANUI,13
UNKNOWN,visa,WAIPUKURAU,5
UNKNOWN,visa,WHANGANUI,5
MANAWATUWANGANUI,visa,WHANGANUI,5
NZ,visa,WHANGANUI,2
WHANGANUIMANAWATU,visa,WHANGANUI,7
NZ,visa,WANGANUI,1
UNKNOWN,visa,AUCKLAND,410
UNKNOWN,visa,HUNTERVILLE,1
NZ,visa,WAIPUKURAU,1
HAWKESBAY,visa,WAIPUKURAU,2
UNKNOWN,visa,PATEA,1
UNKNOWN,visa,WAIPAWA,1
HAWKESBAY,visa,WAIPAWA,1
NZ,visa,HAWERA,2
UNKNOWN,visa,HAWERA,9
TARANAKI,visa,HAWERA,2
UNKNOWN,visa,TARANAKI,2
UNKNOWN,visa,MANAIA,3
WHANGANUIMANAWATU,visa,TAIHAPE,1
MANAWATUWANGANUI,visa,TAIHAPE,1
UNKNOWN,visa,TAIHAPE,2
NZ,visa,OPUNAKE,1
UNKNOWN,visa,OPUNAKE,2
UNKNOWN,visa,"OPUNAKE, TARANAKI",1
UNKNOWN,visa,KAPONGA,1
UNKNOWN,visa,ELTHAM,1
HAWKESBAY,visa,HASTINGS,11
UNKNOWN,visa,HAVELOCK NORTH,2
NZ,visa,HAVELOCK NORTH,1
HAWKESBAY,visa,HAVELOCK NORTH,1
UNKNOWN,visa,NAPIER,31
NZ,visa,HASTINGS,2
UNKNOWN,visa,HASTINGS,23
NZ,visa,FLAXMERE,1
UNKNOWN,visa,HAUMOANA,1
UNKNOWN,visa,STRATFORD,4
NA,visa,STRATFORD,1
TARANAKI,visa,STRATFORD,1
HAWKESBAY,visa,NAPIER,15
UNKNOWN,visa,HAWKES BAY,1
UNKNOWN,visa,STRATFORD WEST,1
NZ,visa,WAIOURU,1
MANAWATUWANGANUI,visa,WAIOURU,1
UNKNOWN,visa,WAIOURU,2
UNKNOWN,visa,RAETIHI,1
UNKNOWN,visa,OHAKUNE,2
MANAWATUWANGANUI,visa,OHAKUNE,1
UNKNOWN,visa,MIDHIRST,1
UNKNOWN,visa,TARADALE,1
NZ,visa,NAPIER,4
UNKNOWN,visa,INGLEWOOD,1
UNKNOWN,visa,NEW PLYMOUTH,16
TARANAKI,visa,NEW PLYMOUTH,9
NZ,visa,NEW PLYMOUTH,1
NZ,visa,WAITARA,1
TARANAKI,visa,WAITARA,1
UNKNOWN,visa,"WAITARA, TARANAKI",1
UNKNOWN,visa,URENUI,1
UNKNOWN,visa,TURANGI,5
WAIKATO,visa,TURANGI,1
UNKNOWN,visa,MAHIA,2
UNKNOWN,visa,TAUMARUNUI,4
WHANGANUIMANAWATU,visa,TAUMARUNUI,1
MANAWATUWANGANUI,visa,TAUMARUNUI,1
NA,visa,TAUMARUNUI,1
UNKNOWN,visa,WAIROA,6
HAWKESBAY,visa,WAIROA,2
NZ,visa,WAIROA,1
NZ,visa,TURANGI,1
UNKNOWN,visa,TAUPO,14
NZ,visa,TAUPO,2
WAIKATO,visa,TAUPO,5
UNKNOWN,visa,"TAUPO, WAIKATO",1
WAIKATO,visa,WAIRAKEI,1
UNKNOWN,visa,PIO PIO,1
GISBORNE,visa,GISBORNE,10
NA,visa,GISBORNE,1
UNKNOWN,visa,GISBORNE,14
NZ,visa,GISBORNE,3
UNKNOWN,visa,REPOROA,1
UNKNOWN,visa,TE KUITI,6
NZ,visa,TE KUITI,1
WAIKATO,visa,TE KUITI,2
BAYOFPLENTY,visa,MURUPARA,1
UNKNOWN,visa,MANGAKINO,1
UNKNOWN,visa,OTOROHANGA,3
WAIKATO,visa,OTOROHANGA,2
UNKNOWN,visa,TOKOROA,9
NZ,visa,TOKOROA,2
WAIKATO,visa,TOKOROA,3
UNKNOWN,visa,TOLAGA BAY,1
UNKNOWN,visa,OPARAU,1
BAYOFPLENTY,visa,ROTORUA,15
UNKNOWN,visa,ROTORUA,34
NZ,visa,ROTORUA,7
NA,visa,ROTORUA,1
UNKNOWN,visa,KIHIKIHI,1
WAIKATO,visa,TE AWAMUTU,5
UNKNOWN,visa,TE AWAMUTU,8
NZ,visa,TE AWAMUTU,2
UNKNOWN,visa,PUTARURU,3
WAIKATO,visa,PUTARURU,2
NZ,visa,WAIKATO,1
BAYOFPLENTY,visa,KAWERAU,2
UNKNOWN,visa,KAWERAU,2
UNKNOWN,visa,TIRAU,1
UNKNOWN,visa,BAY OF PLENTY,2
UNKNOWN,visa,TOKOMARU BAY,1
WAIKATO,visa,CAMBRIDGE,4
UNKNOWN,visa,CAMBRIDGE,7
UNKNOWN,visa,RAGLAN,3
NZ,visa,OPOTIKI,2
UNKNOWN,visa,OPOTIKI,6
UNKNOWN,visa,"RAGLAN, WAIKATO",1
WAIKATO,visa,RAGLAN,1
NZ,visa,"OPOTIKI, NORTH ISLAND",2
UNKNOWN,visa,EDGECUMBE,3
BAYOFPLENTY,visa,OPOTIKI,2
WAIKATO,visa,HAMILTON,25
UNKNOWN,visa,WHAKATANE,17
UNKNOWN,visa,OHOPE,1
NZ,visa,HAMILTON,15
BAYOFPLENTY,visa,WHAKATANE,5
NZ,visa,WHAKATANE,2
NA,visa,HAMILTON,1
UNKNOWN,visa,MATAMATA,6
NZ,visa,MATAMATA,1
WAIKATO,visa,MATAMATA,2
UNKNOWN,visa,MATATA,1
UNKNOWN,visa,HOROTIU,1
UNKNOWN,visa,PONGAKAWA,1
BAYOFPLENTY,visa,TE PUKE,4
UNKNOWN,visa,TE PUKE,3
WAIKATO,visa,NGARUAWAHIA,2
NZ,visa,TE PUKE,1
UNKNOWN,visa,NGARUAWAHIA,3
NZ,visa,NGARUAWAHIA,1
UNKNOWN,visa,EAST COAST,1
UNKNOWN,visa,TAURANGA,41
BAYOFPLENTY,visa,TAURANGA,27
NZ,visa,TAURANGA,6
UNKNOWN,visa,MORRINSVILLE,4
WAIKATO,visa,MORRINSVILLE,2
NZ,visa,MORRINSVILLE,1
WAIKATO,visa,TAUPIRI,1
UNKNOWN,visa,TAUPIRI,1
BAYOFPLENTY,visa,PAPAMOA,1
UNKNOWN,visa,PAPAMOA,5
NZ,visa,PAPAMOA,1
UNKNOWN,visa,"TAURANGA, BAY OF PLENTY",1
NA,visa,TAURANGA,1
UNKNOWN,visa,MT MAUNGANUI,3
BAYOFPLENTY,visa,MOUNT MAUNGANUI,1
NZ,visa,HUNTLY,1
UNKNOWN,visa,HUNTLY,4
WAIKATO,visa,HUNTLY,2
UNKNOWN,visa,OMOKOROA,1
NZ,visa,OMOKOROA,1
UNKNOWN,visa,MOUNT MANGANUI,2
UNKNOWN,visa,TE KAHA,1
UNKNOWN,visa,WAIHOU,1
UNKNOWN,visa,TE AROHA,6
WAIKATO,visa,TE AROHA,2
UNKNOWN,visa,KATIKATI,2
BAYOFPLENTY,visa,KATIKATI,2
NZ,visa,KATIKATI,1
UNKNOWN,visa,RANGARIRI WAIKATO,1
UNKNOWN,visa,TE KAUWHATA,1
WAIKATO,visa,WAIHI BEACH,1
UNKNOWN,visa,PAEROA,4
UNKNOWN,visa,WAIHI,5
WAIKATO,visa,PAEROA,2
WAIKATO,visa,WAIHI,3
NA,visa,WAIHI,1
UNKNOWN,visa,WAIUKU,1
NZ,visa,WAIUKU,1
UNKNOWN,visa,MERCER,2
NZ,visa,TUAKAU,1
UNKNOWN,visa,POKENO,1
UNKNOWN,visa,PUKEKOHE,5
UNKNOWN,visa,MILFORD - AUCKLAND,1
UNKNOWN,visa,MARAMARUA,1
NZ,visa,NGATEA,1
UNKNOWN,visa,NGATEA,1
AUCKLAND,visa,PUKEKOHE,1
UNKNOWN,visa,GLENBROOK,1
NZ,visa,PUKEKOHE,1
AUCKLAND,visa,AUCKLAND,209
UNKNOWN,visa,PATUMAHOE,1
UNKNOWN,visa,KOPU,1
NZ,visa,"WHANGAMATA, NORTH ISLAND",1
UNKNOWN,visa,WHANGAMATA,4
WAIKATO,visa,WHANGAMATA,2
WAIKATO,visa,THAMES,3
UNKNOWN,visa,THAMES,5
AUCKLAND,visa,PAPAKURA,1
NZ,visa,AUCKLAND,66
UNKNOWN,visa,MANUKAU,5
NZ,visa,MANUKAU,4
UNKNOWN,visa,WEYMOUTH,1
UNKNOWN,visa,MANUREWA,2
UNKNOWN,visa,WIRI,1
UNKNOWN,visa,PAPATOETOE,2
UNKNOWN,visa,MANAKAU,1
UNKNOWN,visa,MANGERE,1
NZ,visa,OTARA,1
UNKNOWN,visa,OTARA,2
UNKNOWN,visa,FLATBUSH,1
UNKNOWN,visa,OTAHUHU,1
UNKNOWN,visa,ONEHUNGA,1
UNKNOWN,visa,GLEN EDEN,1
UNKNOWN,visa,HENDERSON,4
NA,visa,AUCKLAND,3
NZ,visa,WAITAKERE,2
UNKNOWN,visa,"TUAKAU, AUCKLAND",1
UNKNOWN,visa,"NEW LYNN, AUCKLAND",1
UNKNOWN,visa,ROYAL OAK,1
UNKNOWN,visa,MT ROSKILL,1
UNKNOWN,visa,PAUANUI,1
UNKNOWN,visa,RONGOTEA,1
UNKNOWN,visa,TAIRUA,2
WAIKATO,visa,TAIRUA,1
UNKNOWN,visa,POINT CHEVALI,1
NZ,visa,HENDERSON,1
UNKNOWN,visa,EDEN TERRACE,1
UNKNOWN,visa,MASSEY,1
NZ,visa,AUCKLAND CBD,1
UNKNOWN,visa,TAKANINI,1
UNKNOWN,visa,DEVONPORT,1
UNKNOWN,visa,COROGLEN,1
NZ,visa,NORTH SHORE CITY,4
UNKNOWN,visa,KUMEU,2
NZ,visa,WAIMAUKU,1
UNKNOWN,visa,WAIMAUKU,1
UNKNOWN,visa,HUAPAI,1
NZ,visa,NORTH SHORE,1
UNKNOWN,visa,NORTH SHORE CITY,1
UNKNOWN,visa,GLENFIELD,1
UNKNOWN,visa,WAIHEKE ISLAND,2
UNKNOWN,visa,"WAIHEKE, AUCKLAND",1
UNKNOWN,visa,WAIHEKE,2
UNKNOWN,visa,ALBANY,2
UNKNOWN,visa,WHITIANGA,6
WAIKATO,visa,WHITIANGA,2
NZ,visa,WHITIANGA,1
UNKNOWN,visa,HELENSVILLE,2
NZ,visa,HELENSVILLE,1
UNKNOWN,visa,PARAKAI,1
UNKNOWN,visa,COROMANDEL,3
NZ,visa,COROMANDEL,1
UNKNOWN,visa,WHANGAPAROA,1
UNKNOWN,visa,WHANGAPARAOA,3
UNKNOWN,visa,"SILVERDALE, AUCKLAND",1
UNKNOWN,visa,SILVERDALE,2
UNKNOWN,visa,OREWA,3
UNKNOWN,visa,PUHOI,1
NZ,visa,SNELLS BEACH,1
UNKNOWN,visa,SNELLS BEACH,1
UNKNOWN,visa,WARKWORTH,5
AUCKLAND,visa,WARKWORTH,1
NZ,visa,WARKWORTH,1
UNKNOWN,visa,WELLSFORD,4
UNKNOWN,visa,KAITAIA,10
NZ,visa,WELLSFORD,1
UNKNOWN,visa,KAIWAKA,1
UNKNOWN,visa,MAUNGATUROTO,2
UNKNOWN,visa,MANGATUROTO,1
UNKNOWN,visa,MANGAWHAI,3
UNKNOWN,visa,DARGAVILLE,5
UNKNOWN,visa,DARGAVILLE AUCKLAND,1
NORTHLAND,visa,DARGAVILLE,2
NZ,visa,DARGAVILLE,1
UNKNOWN,visa,"DARGAVILLE,",1
UNKNOWN,visa,WAIPU,1
NORTHLAND,visa,WAIPU,1
UNKNOWN,visa,RUAKAKA,1
NORTHLAND,visa,RUAKAKA,1
UNKNOWN,visa,WHANGAREI,28
UNKNOWN,visa,MARSDEN COVE,1
NZ,visa,OTAIKA,1
NORTHLAND,visa,WHANGAREI,11
UNKNOWN,visa,"ONERAHI, WHANGAREI",1
UNKNOWN,visa,OTAIKA,1
NZ,visa,WHANGAREI,6
UNKNOWN,visa,KAMO,3
UNKNOWN,visa,OPONONI,2
UNKNOWN,visa,NGUNGURU,1
UNKNOWN,visa,HIKURANGI,1
UNKNOWN,visa,RAWENE,1
UNKNOWN,visa,KAIKOHE,2
NORTHLAND,visa,KAIKOHE,2
UNKNOWN,visa,MOEREWA,1
UNKNOWN,visa,"MOEREWA, NORTHLAND",1
NORTHLAND,visa,KAWAKAWA,1
NZ,visa,KAWAKAWA,1
UNKNOWN,visa,KAWAKAWA,1
UNKNOWN,visa,OPUA,1
UNKNOWN,visa,HARURU,1
