Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
307859973b01a643c6acea1b22b9daaf,western_union,CHINA CONSTRUCTION BANK,,Shangrao,JIANGXI,,CN,+86 793 752 5088,https://location.westernunion.com/cn/jiangxi/shangrao/307859973b01a643c6acea1b22b9daaf,Mo-Su 09:00-17:00,Western Union,Q861042
bdebf571e8a1cff771e165feb5d6486f,western_union,CHINA CONSTRUCTION BANK,,Shangrao,JIANGXI,,CN,+86 793 320 4666,https://location.westernunion.com/cn/jiangxi/shangrao/bdebf571e8a1cff771e165feb5d6486f,Mo-Su 09:00-17:00,Western Union,Q861042
f5a2e82fd94a18d8df900631d35aee03,western_union,BANK OF CHINA,,Yugan,JIANGXI,,CN,+86 793 321 1717,https://location.westernunion.com/cn/jiangxi/yugan/f5a2e82fd94a18d8df900631d35aee03,Mo-Su 09:00-17:00,Western Union,Q861042
