Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
b8b44e92b8002d88fbb824a5e3706e8c,western_union,PIACENZA ANGELO AND C SAS,,Canosa Di Puglia,BARI,,IT,+39 329 707 7742,https://location.westernunion.com/it/bari/canosa-di-puglia/b8b44e92b8002d88fbb824a5e3706e8c,Mo-Su 07:00-20:00,Western Union,Q861042
00929a5d76d29c3dc4a9c8bcd9ddd4e1,western_union,RAFFAELI VINCENZO,,Canosa Di Puglia,BARI,,IT,+39 0883 665854,https://location.westernunion.com/it/bari/canosa-di-puglia/00929a5d76d29c3dc4a9c8bcd9ddd4e1,Mo-Fr 09:00-19:00; Sa 09:00-12:30,Western Union,Q861042
